2	-1	0
2	1	987
2	2	387
2	2	483
2	3	199
2	3	345
2	3	716
2	5	302
2	8	664
2	9	890
2	9	993
2	11	316
2	12	889
2	13	334
2	13	472
2	13	578
2	15	624
2	15	668
2	16	4
2	17	43
2	17	164
2	17	367
2	17	584
2	17	765
2	17	818
2	17	940
2	19	628
2	20	619
2	21	350
2	21	618
2	21	718
2	22	615
2	24	461
2	25	844
2	26	216
2	26	697
2	27	915
2	29	176
2	29	177
2	29	380
2	30	205
2	31	27
2	33	555
2	33	702
2	35	248
2	37	56
2	38	658
2	42	237
2	42	826
2	43	970
2	44	554
2	44	831
2	44	851
2	44	926
2	45	269
2	46	286
2	47	231
2	47	236
2	47	690
2	49	673
2	52	501
2	54	113
2	54	206
2	55	40
2	55	149
2	56	283
2	57	570
2	58	489
2	59	337
2	61	645
2	62	726
2	63	170
2	63	208
2	63	306
2	63	600
2	63	814
2	64	191
2	65	728
2	66	869
2	67	998
2	70	568
2	70	648
2	71	142
2	72	305
2	72	985
2	73	290
2	73	420
2	74	866
2	76	693
2	76	877
2	77	223
2	77	775
2	82	38
2	82	63
2	82	539
2	82	922
2	84	566
2	85	372
2	86	137
2	87	267
2	87	478
2	88	373
2	89	64
2	89	182
2	90	634
2	91	519
2	92	256
2	94	339
2	97	452
2	99	340
2	101	88
2	101	678
2	103	468
2	105	757
2	107	721
2	108	99
2	108	698
2	110	502
2	111	667
2	112	364
2	115	843
2	116	314
2	116	510
2	116	710
2	120	455
2	120	626
2	121	756
2	124	203
2	124	404
2	125	219
2	126	126
2	127	408
2	127	427
2	127	512
2	127	923
2	129	665
2	129	915
2	129	996
2	134	740
2	135	680
2	137	998
2	139	331
2	139	817
2	139	886
2	139	889
2	142	462
2	143	518
2	146	214
2	146	542
2	146	759
2	147	261
2	147	280
2	150	649
2	152	106
2	154	220
2	155	554
2	156	71
2	159	560
2	159	561
2	160	57
2	162	390
2	165	421
2	165	481
2	166	180
2	166	222
2	167	15
2	169	221
2	170	141
2	170	438
2	172	671
2	172	704
2	173	951
2	174	258
2	175	530
2	177	275
2	178	218
2	178	405
2	179	169
